# From extend_go_genes.pl on Tue Apr 21 11:35:37 2020
# Input = gos_table.txt
# Genes	GO	GO branch
manY	GO:0055085	P
manZ	GO:0055085	P
mdfA	GO:0055085	P
mdlA	GO:0055085	P
mdlB	GO:0055085	P
mdtA	GO:0055085	P
mdtB	GO:0055085	P
mdtC	GO:0055085	P
mdtD	GO:0055085	P
mdtE	GO:0055085	P
mdtF	GO:0055085	P
mdtG	GO:0055085	P
mdtH	GO:0055085	P
mdtI	GO:0055085	P
mdtJ	GO:0055085	P
mdtK	GO:0055085	P
mdtL	GO:0055085	P
mdtM	GO:0055085	P
mdtN	GO:0055085	P
mdtO	GO:0055085	P
mdtP	GO:0055085	P
melB	GO:0055085	P
metI	GO:0055085	P
metN	GO:0055085	P
mglA	GO:0055085	P
mglB	GO:0055085	P
mglC	GO:0055085	P
mgtA	GO:0055085	P
mhpT	GO:0055085	P
mmuP	GO:0055085	P
mngA	GO:0055085	P
mntH	GO:0055085	P
modA	GO:0055085	P
modB	GO:0055085	P
modC	GO:0055085	P
modF	GO:0055085	P
mppA	GO:0055085	P
msbA	GO:0055085	P
mscK	GO:0055085	P
mscL	GO:0055085	P
mscM	GO:0055085	P
mscS	GO:0055085	P
mtlA	GO:0055085	P
mtr	GO:0055085	P
murP	GO:0055085	P
nagE	GO:0055085	P
nanC	GO:0055085	P
nanT	GO:0055085	P
narK	GO:0055085	P
narU	GO:0055085	P
nepI	GO:0055085	P
nikA	GO:0055085	P
nikB	GO:0055085	P
nikC	GO:0055085	P
nikD	GO:0055085	P
nikE	GO:0055085	P
nimT	GO:0055085	P
nirC	GO:0055085	P
nupC	GO:0055085	P
nupG	GO:0055085	P
nupX	GO:0055085	P
ompA	GO:0055085	P
ompC	GO:0055085	P
ompF	GO:0055085	P
ompG	GO:0055085	P
ompL	GO:0055085	P
ompN	GO:0055085	P
ompW	GO:0055085	P
oppA	GO:0055085	P
oppB	GO:0055085	P
oppC	GO:0055085	P
osmF	GO:0055085	P
panF	GO:0055085	P
pgaA	GO:0055085	P
pheP	GO:0055085	P
phnC	GO:0055085	P
phnD	GO:0055085	P
phoE	GO:0055085	P
pitA	GO:0055085	P
plaP	GO:0055085	P
potA	GO:0055085	P
potB	GO:0055085	P
potC	GO:0055085	P
potE	GO:0055085	P
potG	GO:0055085	P
potH	GO:0055085	P
potI	GO:0055085	P
proP	GO:0055085	P
proW	GO:0055085	P
proX	GO:0055085	P
proY	GO:0055085	P
pstA	GO:0055085	P
pstB	GO:0055085	P
pstC	GO:0055085	P
psuT	GO:0055085	P
ptsG	GO:0055085	P
ptsN	GO:0055085	P
putP	GO:0055085	P
puuP	GO:0055085	P
ravA	GO:0055085	P
rbbA	GO:0055085	P
rbsC	GO:0055085	P
rhaT	GO:0055085	P
rsxD	GO:0055085	P
rutG	GO:0055085	P
sapA	GO:0055085	P
sapB	GO:0055085	P
sapC	GO:0055085	P
satP	GO:0055085	P
sbmA	GO:0055085	P
sbp	GO:0055085	P
sdaC	GO:0055085	P
secA	GO:0055085	P
secB	GO:0055085	P
secD	GO:0055085	P
secE	GO:0055085	P
secF	GO:0055085	P
secG	GO:0055085	P
secY	GO:0055085	P
setA	GO:0055085	P
setB	GO:0055085	P
setC	GO:0055085	P
sfmD	GO:0055085	P
sgcB	GO:0055085	P
sgcC	GO:0055085	P
shiA	GO:0055085	P
srlB	GO:0055085	P
srlE	GO:0055085	P
sstT	GO:0055085	P
ssuA	GO:0055085	P
ssuB	GO:0055085	P
ssuC	GO:0055085	P
tatA	GO:0055085	P
tatB	GO:0055085	P
tatC	GO:0055085	P
tatE	GO:0055085	P
tauA	GO:0055085	P
tauC	GO:0055085	P
tcyL	GO:0055085	P
tcyN	GO:0055085	P
tcyP	GO:0055085	P
tdcC	GO:0055085	P
tehA	GO:0055085	P
thiB	GO:0055085	P
thiP	GO:0055085	P
thiQ	GO:0055085	P
tnaB	GO:0055085	P
tolC	GO:0055085	P
tolR	GO:0055085	P
tonB	GO:0055085	P
tqsA	GO:0055085	P
treB	GO:0055085	P
trkA	GO:0055085	P
trkG	GO:0055085	P
trkH	GO:0055085	P
tsgA	GO:0055085	P
tsx	GO:0055085	P
ttdT	GO:0055085	P
tyrP	GO:0055085	P
uacT	GO:0055085	P
ugpA	GO:0055085	P
ugpB	GO:0055085	P
ugpC	GO:0055085	P
ugpE	GO:0055085	P
uhpC	GO:0055085	P
uhpT	GO:0055085	P
uidB	GO:0055085	P
uidC	GO:0055085	P
ulaA	GO:0055085	P
ulaB	GO:0055085	P
ulaC	GO:0055085	P
uraA	GO:0055085	P
wza	GO:0055085	P
xanP	GO:0055085	P
xanQ	GO:0055085	P
xapB	GO:0055085	P
xylE	GO:0055085	P
xylH	GO:0055085	P
yaaJ	GO:0055085	P
yaaU	GO:0055085	P
yadH	GO:0055085	P
yagG	GO:0055085	P
yajR	GO:0055085	P
ybaL	GO:0055085	P
ybaT	GO:0055085	P
ybbW	GO:0055085	P
ybbY	GO:0055085	P
ybdG	GO:0055085	P
ybgQ	GO:0055085	P
ybhI	GO:0055085	P
ybhR	GO:0055085	P
ybhS	GO:0055085	P
ybiO	GO:0055085	P
ybiR	GO:0055085	P
ybjJ	GO:0055085	P
ybjL	GO:0055085	P
ycaD	GO:0055085	P
ycaM	GO:0055085	P
yccS	GO:0055085	P
ycjO	GO:0055085	P
ycjP	GO:0055085	P
ydcT	GO:0055085	P
ydcU	GO:0055085	P
ydcV	GO:0055085	P
yddA	GO:0055085	P
yddL	GO:0055085	P
ydeA	GO:0055085	P
ydeE	GO:0055085	P
ydeT	GO:0055085	P
ydfJ	GO:0055085	P
ydgI	GO:0055085	P
ydhC	GO:0055085	P
ydhJ	GO:0055085	P
ydhK	GO:0055085	P
ydhP	GO:0055085	P
ydiM	GO:0055085	P
ydiN	GO:0055085	P
ydjE	GO:0055085	P
ydjK	GO:0055085	P
yeaV	GO:0055085	P
yebQ	GO:0055085	P
yedA	GO:0055085	P
yeeA	GO:0055085	P
yeeO	GO:0055085	P
yegT	GO:0055085	P
yehB	GO:0055085	P
yehW	GO:0055085	P
yehY	GO:0055085	P
yejA	GO:0055085	P
yejB	GO:0055085	P
yejE	GO:0055085	P
yejF	GO:0055085	P
yfaV	GO:0055085	P
yfbS	GO:0055085	P
yfcC	GO:0055085	P
yfcJ	GO:0055085	P
yfdC	GO:0055085	P
yfdV	GO:0055085	P
yfeH	GO:0055085	P
yfeO	GO:0055085	P
yfgO	GO:0055085	P
ygaH	GO:0055085	P
ygaZ	GO:0055085	P
ygbN	GO:0055085	P
ygcS	GO:0055085	P
yghB	GO:0055085	P
ygiS	GO:0055085	P
ygjI	GO:0055085	P
yhcD	GO:0055085	P
yhdX	GO:0055085	P
yhdY	GO:0055085	P
yhdZ	GO:0055085	P
yhfK	GO:0055085	P
yhhJ	GO:0055085	P
yhhQ	GO:0055085	P
yhhS	GO:0055085	P
yhhT	GO:0055085	P
yhjE	GO:0055085	P
yhjV	GO:0055085	P
yhjX	GO:0055085	P
yiaM	GO:0055085	P
yiaN	GO:0055085	P
yiaO	GO:0055085	P
yiaV	GO:0055085	P
yibH	GO:0055085	P
yicJ	GO:0055085	P
yidE	GO:0055085	P
yidK	GO:0055085	P
yifK	GO:0055085	P
yihN	GO:0055085	P
yihO	GO:0055085	P
yihP	GO:0055085	P
yijE	GO:0055085	P
yjcE	GO:0055085	P
yjeH	GO:0055085	P
yjeM	GO:0055085	P
yjfF	GO:0055085	P
yjhB	GO:0055085	P
yjhF	GO:0055085	P
ynaI	GO:0055085	P
ynfM	GO:0055085	P
ynjC	GO:0055085	P
yojI	GO:0055085	P
yphD	GO:0055085	P
yqcE	GO:0055085	P
yqeG	GO:0055085	P
yqjA	GO:0055085	P
yraJ	GO:0055085	P
yrbG	GO:0055085	P
ytfQ	GO:0055085	P
ytfR	GO:0055085	P
ytfT	GO:0055085	P
zitB	GO:0055085	P
zntA	GO:0055085	P
zntB	GO:0055085	P
znuB	GO:0055085	P
zupT	GO:0055085	P
aaeR	GO:0006351	P
abgR	GO:0006351	P
acrR	GO:0006351	P
arsR	GO:0006351	P
ascG	GO:0006351	P
baeR	GO:0006351	P
bolA	GO:0006351	P
caiF	GO:0006351	P
cecR	GO:0006351	P
crp	GO:0006351	P
cspA	GO:0006351	P
csqR	GO:0006351	P
cueR	GO:0006351	P
cysB	GO:0006351	P
dcuR	GO:0006351	P
decR	GO:0006351	P
dhaR	GO:0006351	P
dicA	GO:0006351	P
dinJ	GO:0006351	P
dmlR	GO:0006351	P
dsdC	GO:0006351	P
eutR	GO:0006351	P
fhlA	GO:0006351	P
fis	GO:0006351	P
flhC	GO:0006351	P
flhD	GO:0006351	P
frlR	GO:0006351	P
frvR	GO:0006351	P
gadW	GO:0006351	P
gadX	GO:0006351	P
galR	GO:0006351	P
gcvA	GO:0006351	P
gcvR	GO:0006351	P
glrR	GO:0006351	P
gyrA	GO:0006351	P
gyrB	GO:0006351	P
hipB	GO:0006351	P
hprR	GO:0006351	P
hupA	GO:0006351	P
hupB	GO:0006351	P
hypT	GO:0006351	P
ihfA	GO:0006351	P
ihfB	GO:0006351	P
iprA	GO:0006351	P
lexA	GO:0006351	P
lrhA	GO:0006351	P
lsrR	GO:0006351	P
mlc	GO:0006351	P
mprA	GO:0006351	P
nanR	GO:0006351	P
paaX	GO:0006351	P
pepA	GO:0006351	P
perR	GO:0006351	P
pgrR	GO:0006351	P
puuR	GO:0006351	P
qseB	GO:0006351	P
rcdA	GO:0006351	P
rclR	GO:0006351	P
rcsA	GO:0006351	P
rcsB	GO:0006351	P
relB	GO:0006351	P
rhaR	GO:0006351	P
rho	GO:0006351	P
rpoA	GO:0006351	P
rpoB	GO:0006351	P
rpoC	GO:0006351	P
rpoH	GO:0006351	P
rpoZ	GO:0006351	P
sfsB	GO:0006351	P
sgcR	GO:0006351	P
ttdR	GO:0006351	P
uidR	GO:0006351	P
ulaR	GO:0006351	P
uxuR	GO:0006351	P
xynR	GO:0006351	P
yafC	GO:0006351	P
yahB	GO:0006351	P
yaiW	GO:0006351	P
ybaQ	GO:0006351	P
ybeF	GO:0006351	P
ycaN	GO:0006351	P
yciT	GO:0006351	P
ycjW	GO:0006351	P
ydcI	GO:0006351	P
ydcR	GO:0006351	P
ydeO	GO:0006351	P
ydfH	GO:0006351	P
ydiP	GO:0006351	P
yebK	GO:0006351	P
yeeY	GO:0006351	P
yeiE	GO:0006351	P
yeiL	GO:0006351	P
yfaX	GO:0006351	P
yfeR	GO:0006351	P
yfhH	GO:0006351	P
yfiE	GO:0006351	P
ygbI	GO:0006351	P
ygeV	GO:0006351	P
ygfI	GO:0006351	P
yhaJ	GO:0006351	P
yhjB	GO:0006351	P
yhjC	GO:0006351	P
yiaU	GO:0006351	P
yidL	GO:0006351	P
yidP	GO:0006351	P
yidZ	GO:0006351	P
yihL	GO:0006351	P
yijO	GO:0006351	P
yjhI	GO:0006351	P
yjiR	GO:0006351	P
yneJ	GO:0006351	P
yqhC	GO:0006351	P
zntR	GO:0006351	P
zraR	GO:0006351	P
zur	GO:0006351	P
aaeR	GO:0006352	P
fecI	GO:0006352	P
fliA	GO:0006352	P
greB	GO:0006352	P
hyfR	GO:0006352	P
rpoD	GO:0006352	P
rpoE	GO:0006352	P
rpoH	GO:0006352	P
rpoN	GO:0006352	P
rpoS	GO:0006352	P
aaeR	GO:0006355	P
abgR	GO:0006355	P
acrR	GO:0006355	P
ada	GO:0006355	P
adiY	GO:0006355	P
aes	GO:0006355	P
agaR	GO:0006355	P
aidB	GO:0006355	P
alaS	GO:0006355	P
allR	GO:0006355	P
allS	GO:0006355	P
alpA	GO:0006355	P
alsR	GO:0006355	P
appY	GO:0006355	P
araC	GO:0006355	P
arcA	GO:0006355	P
arcB	GO:0006355	P
argP	GO:0006355	P
argR	GO:0006355	P
arsR	GO:0006355	P
ascG	GO:0006355	P
asnC	GO:0006355	P
atoC	GO:0006355	P
atoS	GO:0006355	P
baeR	GO:0006355	P
basR	GO:0006355	P
bdcR	GO:0006355	P
betI	GO:0006355	P
bglG	GO:0006355	P
bglJ	GO:0006355	P
birA	GO:0006355	P
bluF	GO:0006355	P
bluR	GO:0006355	P
btsR	GO:0006355	P
cadC	GO:0006355	P
caiF	GO:0006355	P
cbl	GO:0006355	P
cdaR	GO:0006355	P
cecR	GO:0006355	P
chbR	GO:0006355	P
cnu	GO:0006355	P
comR	GO:0006355	P
cpxP	GO:0006355	P
cpxR	GO:0006355	P
cra	GO:0006355	P
creB	GO:0006355	P
crp	GO:0006355	P
csgD	GO:0006355	P
csiE	GO:0006355	P
cspA	GO:0006355	P
cspB	GO:0006355	P
cspC	GO:0006355	P
cspD	GO:0006355	P
cspE	GO:0006355	P
cspF	GO:0006355	P
cspG	GO:0006355	P
cspH	GO:0006355	P
cspI	GO:0006355	P
csqR	GO:0006355	P
cueR	GO:0006355	P
cusR	GO:0006355	P
cynR	GO:0006355	P
cysB	GO:0006355	P
cytR	GO:0006355	P
dctR	GO:0006355	P
dcuR	GO:0006355	P
dcuS	GO:0006355	P
decR	GO:0006355	P
deoR	GO:0006355	P
dgcM	GO:0006355	P
dgoR	GO:0006355	P
dhaR	GO:0006355	P
dinJ	GO:0006355	P
dmlR	GO:0006355	P
dpiA	GO:0006355	P
dpiB	GO:0006355	P
dsdC	GO:0006355	P
ebgR	GO:0006355	P
ecpR	GO:0006355	P
envR	GO:0006355	P
envY	GO:0006355	P
eutR	GO:0006355	P
evgA	GO:0006355	P
exuR	GO:0006355	P
fabR	GO:0006355	P
fadR	GO:0006355	P
feaR	GO:0006355	P
fecI	GO:0006355	P
fhlA	GO:0006355	P
fimZ	GO:0006355	P
fis	GO:0006355	P
flgM	GO:0006355	P
flhC	GO:0006355	P
flhD	GO:0006355	P
fliA	GO:0006355	P
fnr	GO:0006355	P
frlR	GO:0006355	P
frmR	GO:0006355	P
ftsK	GO:0006355	P
fucR	GO:0006355	P
fur	GO:0006355	P
gadE	GO:0006355	P
gadW	GO:0006355	P
gadX	GO:0006355	P
galR	GO:0006355	P
galS	GO:0006355	P
gcvA	GO:0006355	P
gcvR	GO:0006355	P
glaR	GO:0006355	P
glcC	GO:0006355	P
glnG	GO:0006355	P
glnL	GO:0006355	P
glrR	GO:0006355	P
gntR	GO:0006355	P
greA	GO:0006355	P
greB	GO:0006355	P
gutM	GO:0006355	P
hcaR	GO:0006355	P
hdfR	GO:0006355	P
hfq	GO:0006355	P
higA	GO:0006355	P
hipA	GO:0006355	P
hipB	GO:0006355	P
hns	GO:0006355	P
hprR	GO:0006355	P
hyfR	GO:0006355	P
hypT	GO:0006355	P
iclR	GO:0006355	P
idnR	GO:0006355	P
ihfA	GO:0006355	P
ihfB	GO:0006355	P
ilvL	GO:0006355	P
ilvY	GO:0006355	P
insH-5	GO:0006355	P
iraD	GO:0006355	P
iraM	GO:0006355	P
iraP	GO:0006355	P
iscR	GO:0006355	P
kdgR	GO:0006355	P
kdpE	GO:0006355	P
lacI	GO:0006355	P
leuO	GO:0006355	P
lexA	GO:0006355	P
lgoR	GO:0006355	P
lldR	GO:0006355	P
lrhA	GO:0006355	P
lrp	GO:0006355	P
lsrR	GO:0006355	P
lysR	GO:0006355	P
malI	GO:0006355	P
malT	GO:0006355	P
malY	GO:0006355	P
marA	GO:0006355	P
marR	GO:0006355	P
matP	GO:0006355	P
mcbR	GO:0006355	P
melR	GO:0006355	P
metJ	GO:0006355	P
metR	GO:0006355	P
mfd	GO:0006355	P
mgtL	GO:0006355	P
mhpR	GO:0006355	P
mlrA	GO:0006355	P
mngR	GO:0006355	P
mntR	GO:0006355	P
modE	GO:0006355	P
mprA	GO:0006355	P
mqsA	GO:0006355	P
mqsR	GO:0006355	P
mraZ	GO:0006355	P
mtfA	GO:0006355	P
mtlR	GO:0006355	P
murR	GO:0006355	P
nac	GO:0006355	P
nadR	GO:0006355	P
nagC	GO:0006355	P
nanR	GO:0006355	P
narL	GO:0006355	P
narP	GO:0006355	P
nemR	GO:0006355	P
nfeR	GO:0006355	P
nhaR	GO:0006355	P
nikR	GO:0006355	P
nimR	GO:0006355	P
norR	GO:0006355	P
nrdR	GO:0006355	P
nsrR	GO:0006355	P
nusA	GO:0006355	P
nusB	GO:0006355	P
nusG	GO:0006355	P
ogrK	GO:0006355	P
ompR	GO:0006355	P
oxyR	GO:0006355	P
paaX	GO:0006355	P
pdeL	GO:0006355	P
pdhR	GO:0006355	P
pepA	GO:0006355	P
perR	GO:0006355	P
pgrR	GO:0006355	P
pheM	GO:0006355	P
phnF	GO:0006355	P
phoB	GO:0006355	P
phoP	GO:0006355	P
phoR	GO:0006355	P
prlF	GO:0006355	P
prpR	GO:0006355	P
pspA	GO:0006355	P
pspB	GO:0006355	P
pspF	GO:0006355	P
purR	GO:0006355	P
putA	GO:0006355	P
puuR	GO:0006355	P
pyrL	GO:0006355	P
pyrR	GO:0006355	P
qseB	GO:0006355	P
racR	GO:0006355	P
rapA	GO:0006355	P
rbsR	GO:0006355	P
rcdA	GO:0006355	P
rclR	GO:0006355	P
rcnR	GO:0006355	P
rcsA	GO:0006355	P
rcsB	GO:0006355	P
rcsC	GO:0006355	P
relB	GO:0006355	P
relE	GO:0006355	P
rfaH	GO:0006355	P
rhaR	GO:0006355	P
rhaS	GO:0006355	P
rhoL	GO:0006355	P
rnk	GO:0006355	P
rob	GO:0006355	P
rof	GO:0006355	P
rplD	GO:0006355	P
rpoD	GO:0006355	P
rpoE	GO:0006355	P
rpoH	GO:0006355	P
rpoN	GO:0006355	P
rpoS	GO:0006355	P
rpsD	GO:0006355	P
rpsJ	GO:0006355	P
rsd	GO:0006355	P
rseP	GO:0006355	P
rsmB	GO:0006355	P
rssB	GO:0006355	P
rstA	GO:0006355	P
rtcR	GO:0006355	P
rutR	GO:0006355	P
sdiA	GO:0006355	P
seqA	GO:0006355	P
sfsA	GO:0006355	P
sgcR	GO:0006355	P
sgrR	GO:0006355	P
slyA	GO:0006355	P
soxR	GO:0006355	P
soxS	GO:0006355	P
srlR	GO:0006355	P
sspA	GO:0006355	P
stpA	GO:0006355	P
sutR	GO:0006355	P
sxy	GO:0006355	P
tdcA	GO:0006355	P
tdcR	GO:0006355	P
thrL	GO:0006355	P
tktA	GO:0006355	P
tnaC	GO:0006355	P
torI	GO:0006355	P
torR	GO:0006355	P
torT	GO:0006355	P
treR	GO:0006355	P
trpR	GO:0006355	P
ttdR	GO:0006355	P
tyrR	GO:0006355	P
uhpA	GO:0006355	P
uidR	GO:0006355	P
ulaR	GO:0006355	P
umuD	GO:0006355	P
uvrY	GO:0006355	P
uxuR	GO:0006355	P
xapR	GO:0006355	P
xylR	GO:0006355	P
xynR	GO:0006355	P
yacG	GO:0006355	P
yafC	GO:0006355	P
yafN	GO:0006355	P
yahB	GO:0006355	P
ybcM	GO:0006355	P
ybcQ	GO:0006355	P
ybdO	GO:0006355	P
ybeF	GO:0006355	P
ybeY	GO:0006355	P
ybfE	GO:0006355	P
ybhD	GO:0006355	P
ycaN	GO:0006355	P
ycgZ	GO:0006355	P
yciT	GO:0006355	P
ycjW	GO:0006355	P
ydcI	GO:0006355	P
ydcR	GO:0006355	P
ydeO	GO:0006355	P
ydfH	GO:0006355	P
ydfT	GO:0006355	P
ydhB	GO:0006355	P
ydiP	GO:0006355	P
ydiV	GO:0006355	P
ydjF	GO:0006355	P
yebC	GO:0006355	P
yebK	GO:0006355	P
yeeN	GO:0006355	P
yeeY	GO:0006355	P
yefM	GO:0006355	P
yegW	GO:0006355	P
yeiE	GO:0006355	P
yeiL	GO:0006355	P
yfaX	GO:0006355	P
yfeD	GO:0006355	P
yfeR	GO:0006355	P
yfhH	GO:0006355	P
yfiE	GO:0006355	P
yfjR	GO:0006355	P
ygaV	GO:0006355	P
ygbI	GO:0006355	P
ygcP	GO:0006355	P
ygeH	GO:0006355	P
ygeV	GO:0006355	P
ygfI	GO:0006355	P
ygiV	GO:0006355	P
yhaJ	GO:0006355	P
yhfY	GO:0006355	P
yhjB	GO:0006355	P
yhjC	GO:0006355	P
yiaJ	GO:0006355	P
yiaU	GO:0006355	P
yidL	GO:0006355	P
yidP	GO:0006355	P
yidZ	GO:0006355	P
yieP	GO:0006355	P
yihL	GO:0006355	P
yiiE	GO:0006355	P
yiiF	GO:0006355	P
yijO	GO:0006355	P
yjhI	GO:0006355	P
yjiR	GO:0006355	P
yjjQ	GO:0006355	P
yneJ	GO:0006355	P
ynfL	GO:0006355	P
ypdC	GO:0006355	P
yphH	GO:0006355	P
yqeH	GO:0006355	P
yqeI	GO:0006355	P
yqgF	GO:0006355	P
yqhC	GO:0006355	P
zntR	GO:0006355	P
zraR	GO:0006355	P
zur	GO:0006355	P
aaeR	GO:0045893	P
ada	GO:0045893	P
adiY	GO:0045893	P
allS	GO:0045893	P
alpA	GO:0045893	P
appY	GO:0045893	P
araC	GO:0045893	P
arcA	GO:0045893	P
argP	GO:0045893	P
argR	GO:0045893	P
asnC	GO:0045893	P
atoC	GO:0045893	P
baeR	GO:0045893	P
bglG	GO:0045893	P
bglJ	GO:0045893	P
cadC	GO:0045893	P
cdaR	GO:0045893	P
cecR	GO:0045893	P
cnu	GO:0045893	P
cpxR	GO:0045893	P
creB	GO:0045893	P
crp	GO:0045893	P
csgD	GO:0045893	P
cueR	GO:0045893	P
dcuR	GO:0045893	P
decR	GO:0045893	P
dmlR	GO:0045893	P
fadR	GO:0045893	P
feaR	GO:0045893	P
fhlA	GO:0045893	P
fis	GO:0045893	P
flhC	GO:0045893	P
flhD	GO:0045893	P
fnr	GO:0045893	P
ftsK	GO:0045893	P
fur	GO:0045893	P
gadX	GO:0045893	P
glrR	GO:0045893	P
gntR	GO:0045893	P
hcaR	GO:0045893	P
hprR	GO:0045893	P
ihfA	GO:0045893	P
insH-5	GO:0045893	P
iraD	GO:0045893	P
iraM	GO:0045893	P
iraP	GO:0045893	P
kdpE	GO:0045893	P
lrhA	GO:0045893	P
lrp	GO:0045893	P
malT	GO:0045893	P
marA	GO:0045893	P
mntR	GO:0045893	P
nac	GO:0045893	P
nfeR	GO:0045893	P
nhaR	GO:0045893	P
norR	GO:0045893	P
ogrK	GO:0045893	P
ompR	GO:0045893	P
pdeL	GO:0045893	P
pdhR	GO:0045893	P
phoP	GO:0045893	P
prpR	GO:0045893	P
pspF	GO:0045893	P
rapA	GO:0045893	P
rbsR	GO:0045893	P
rcdA	GO:0045893	P
rclR	GO:0045893	P
rcsB	GO:0045893	P
rhaR	GO:0045893	P
rhaS	GO:0045893	P
rpoH	GO:0045893	P
rpoN	GO:0045893	P
rseP	GO:0045893	P
rtcR	GO:0045893	P
rutR	GO:0045893	P
sdiA	GO:0045893	P
sfsA	GO:0045893	P
sgrR	GO:0045893	P
slyA	GO:0045893	P
sspA	GO:0045893	P
sutR	GO:0045893	P
tdcA	GO:0045893	P
tdcR	GO:0045893	P
tktA	GO:0045893	P
ttdR	GO:0045893	P
xapR	GO:0045893	P
ydeO	GO:0045893	P
yhaJ	GO:0045893	P
yqhC	GO:0045893	P
zntR	GO:0045893	P
aas	GO:0006631	P
accA	GO:0006631	P
accB	GO:0006631	P
accC	GO:0006631	P
accD	GO:0006631	P
acpH	GO:0006631	P
acpP	GO:0006631	P
acpS	GO:0006631	P
acpT	GO:0006631	P
ahr	GO:0006631	P
atoA	GO:0006631	P
atoB	GO:0006631	P
atoD	GO:0006631	P
cfa	GO:0006631	P
fabA	GO:0006631	P
fabB	GO:0006631	P
fabD	GO:0006631	P
fabF	GO:0006631	P
fabG	GO:0006631	P
fabH	GO:0006631	P
fabI	GO:0006631	P
fabR	GO:0006631	P
fabZ	GO:0006631	P
fadA	GO:0006631	P
fadB	GO:0006631	P
fadD	GO:0006631	P
fadE	GO:0006631	P
fadH	GO:0006631	P
fadI	GO:0006631	P
fadJ	GO:0006631	P
fadK	GO:0006631	P
fadM	GO:0006631	P
fadR	GO:0006631	P
fixB	GO:0006631	P
gnsB	GO:0006631	P
lipA	GO:0006631	P
lipB	GO:0006631	P
oxc	GO:0006631	P
paaF	GO:0006631	P
paaG	GO:0006631	P
paaH	GO:0006631	P
paaJ	GO:0006631	P
plsB	GO:0006631	P
plsX	GO:0006631	P
scpB	GO:0006631	P
tesB	GO:0006631	P
yciA	GO:0006631	P
ydiF	GO:0006631	P
ydiR	GO:0006631	P
yqeF	GO:0006631	P
aas	GO:0008152	P
aat	GO:0008152	P
abgA	GO:0008152	P
abgB	GO:0008152	P
accA	GO:0008152	P
accB	GO:0008152	P
accC	GO:0008152	P
accD	GO:0008152	P
aceA	GO:0008152	P
aceB	GO:0008152	P
aceE	GO:0008152	P
aceF	GO:0008152	P
aceK	GO:0008152	P
ackA	GO:0008152	P
acnA	GO:0008152	P
acnB	GO:0008152	P
acpH	GO:0008152	P
acpP	GO:0008152	P
acpS	GO:0008152	P
acpT	GO:0008152	P
acs	GO:0008152	P
ada	GO:0008152	P
add	GO:0008152	P
adhE	GO:0008152	P
adhP	GO:0008152	P
adiA	GO:0008152	P
adk	GO:0008152	P
aegA	GO:0008152	P
aes	GO:0008152	P
agaB	GO:0008152	P
agaI	GO:0008152	P
agaS	GO:0008152	P
agaV	GO:0008152	P
agp	GO:0008152	P
ahpC	GO:0008152	P
ahpF	GO:0008152	P
ahr	GO:0008152	P
aidB	GO:0008152	P
ais	GO:0008152	P
alaA	GO:0008152	P
alaC	GO:0008152	P
aldA	GO:0008152	P
aldB	GO:0008152	P
alkB	GO:0008152	P
allD	GO:0008152	P
alsE	GO:0008152	P
alsK	GO:0008152	P
alsR	GO:0008152	P
amn	GO:0008152	P
ampC	GO:0008152	P
ampH	GO:0008152	P
amyA	GO:0008152	P
anmK	GO:0008152	P
ansA	GO:0008152	P
ansB	GO:0008152	P
apaH	GO:0008152	P
aphA	GO:0008152	P
appA	GO:0008152	P
appB	GO:0008152	P
appC	GO:0008152	P
apt	GO:0008152	P
araA	GO:0008152	P
araB	GO:0008152	P
araC	GO:0008152	P
araD	GO:0008152	P
arcB	GO:0008152	P
argA	GO:0008152	P
argB	GO:0008152	P
argC	GO:0008152	P
argD	GO:0008152	P
argE	GO:0008152	P
argF	GO:0008152	P
argG	GO:0008152	P
argH	GO:0008152	P
argI	GO:0008152	P
argR	GO:0008152	P
arnA	GO:0008152	P
arnB	GO:0008152	P
arnC	GO:0008152	P
arnD	GO:0008152	P
arnE	GO:0008152	P
arnF	GO:0008152	P
arnT	GO:0008152	P
aroA	GO:0008152	P
aroB	GO:0008152	P
aroC	GO:0008152	P
aroD	GO:0008152	P
aroE	GO:0008152	P
aroF	GO:0008152	P
aroG	GO:0008152	P
aroH	GO:0008152	P
aroK	GO:0008152	P
aroL	GO:0008152	P
arsC	GO:0008152	P
ascB	GO:0008152	P
ascF	GO:0008152	P
asd	GO:0008152	P
aslB	GO:0008152	P
asnA	GO:0008152	P
asnB	GO:0008152	P
aspA	GO:0008152	P
aspC	GO:0008152	P
astC	GO:0008152	P
astD	GO:0008152	P
atoA	GO:0008152	P
atoB	GO:0008152	P
atoD	GO:0008152	P
atoS	GO:0008152	P
atpA	GO:0008152	P
atpB	GO:0008152	P
atpC	GO:0008152	P
atpD	GO:0008152	P
atpE	GO:0008152	P
atpF	GO:0008152	P
atpG	GO:0008152	P
atpH	GO:0008152	P
avtA	GO:0008152	P
azoR	GO:0008152	P
bacA	GO:0008152	P
baeS	GO:0008152	P
barA	GO:0008152	P
basS	GO:0008152	P
bcp	GO:0008152	P
bcsA	GO:0008152	P
bcsB	GO:0008152	P
bcsZ	GO:0008152	P
bdcA	GO:0008152	P
bepA	GO:0008152	P
betA	GO:0008152	P
betB	GO:0008152	P
bfd	GO:0008152	P
bfr	GO:0008152	P
bglA	GO:0008152	P
bglB	GO:0008152	P
bglF	GO:0008152	P
