node	function
pyrC	1,1.5,1.5.2,1.5.2.2
pyrD	1,1.5,1.5.2,1.5.2.2
pyrD	6,6.1
pyrE	1,1.5,1.5.2,1.5.2.2
pyrF	1,1.5,1.5.2,1.5.2.2
pyrF	1,1.7,1.7.33
pyrG	1,1.5,1.5.2,1.5.2.4
pyrG	1,1.7,1.7.33
pyrH	1,1.7,1.7.33
pyrI	1,1.5,1.5.2,1.5.2.2
pyrI	3,3.1,3.1.3,3.1.3.3
pyrL	1,1.5,1.5.2,1.5.2.2
pyrR	2,2.2,2.2.2
pyrR	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
pyrS	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
pyrS	5,5.5,5.5.3
pyrS	6,6.1
qmcA	6,6.1
qorA	1,1.4,1.4.3
qorB	1
qseB	2,2.2,2.2.2
qseB	3,3.1,3.1.2
qseB	3,3.1,3.1.2,3.1.2.2
qseB	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
qseC	2,2.3,2.3.3
qseC	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
qseC	3,3.1,3.1.3,3.1.3.2
queA	2,2.2,2.2.3
queC	2,2.2,2.2.3
queD	2,2.2,2.2.3
queF	2,2.2,2.2.3
queG	2,2.2,2.2.3
racC	8,8.1
racR	3,3.1,3.1.2
racR	8,8.1
radA	2,2.1,2.1.3
radA	2,2.1,2.1.4
radD	5,5.6
raiA	2,2.3,2.3.2
raiA	3,3.1,3.1.3,3.1.3.1
raiA	6,6.6
ralR	8,8.1
rapA	2,2.2,2.2.2
rapA	3,3.1,3.1.2
rapA	5,5.5
rapZ	3,3.1,3.1.3
rarA	2,2.1,2.1.1
rarA	2,2.1,2.1.3
rarD	4,4.9.B
ratA	5,5.6,5.6.3
ravA	3,3.1,3.1.4
rayT	8,8.3
rbbA	2,2.3,2.3.2
rbfA	2,2.2,2.2.6
rbfA	5,5.5,5.5.2
rbn	1,1.2,1.2.1
rbn	2,2.2,2.2.3
rbn	2,2.2,2.2.4
rbsA	1,1.1,1.1.1
rbsA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
rbsB	1,1.1,1.1.1
rbsB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
rbsC	1,1.1,1.1.1
rbsC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
rbsC	6,6.1
rbsD	1,1.1,1.1.1
rbsK	1,1.1,1.1.1
rbsR	1,1.1,1.1.1
rbsR	2,2.2,2.2.2
rbsR	3,3.1,3.1.2,3.1.2.3
rbsR	3,3.3,3.3.1
rcbA	2,2.1
rcbA	8,8.1
rcdA	3,3.1,3.1.4
rclA	5,5.6
rclB	5,5.6
rclC	5,5.6
rclR	2,2.2,2.2.2
rclR	3,3.1,3.1.2,3.1.2.2
rcnA	4,4.9.A
rcnA	6,6.1
rcnB	5,5.6,5.6.2
rcnR	3,3.1,3.1.2,3.1.2.3
rcsA	1,1.6,1.6.2
rcsA	1,1.6,1.6.5
rcsA	2,2.2,2.2.2
rcsA	3,3.1,3.1.2,3.1.2.2
rcsA	3,3.1,3.1.2,3.1.2.3
rcsA	3,3.3,3.3.1
rcsA	6,6.3
rcsB	1,1.6,1.6.2
rcsB	2,2.2,2.2.2
rcsB	3,3.1,3.1.2,3.1.2.2
rcsB	3,3.1,3.1.2,3.1.2.3
rcsB	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
rcsB	3,3.3,3.3.1
rcsB	6,6.3
rcsB	6,6.7
rcsC	1,1.6,1.6.2
rcsC	2,2.3,2.3.3
rcsC	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
rcsC	3,3.1,3.1.3,3.1.3.2
rcsC	6,6.1
rcsC	6,6.3
rcsC	6,6.7
rcsD	2,2.3,2.3.3
rcsD	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
rcsD	3,3.1,3.1.3,3.1.3.2
rcsF	3
rcsF	6,6.1
rdgB	2,2.1
rdgB	5,5.6
rdgC	2,2.1,2.1.1
rdlA	3,3.1,3.1.3,3.1.3.6
rdlB	3,3.1,3.1.3,3.1.3.6
rdlC	3,3.1,3.1.3,3.1.3.6
rdlD	2,2.2,2.2.7
rdlD	3,3.1,3.1.3,3.1.3.6
recA	2,2.1,2.1.3
recA	2,2.1,2.1.4
recA	2,2.3,2.3.6
recA	3,3.1,3.1.3,3.1.3.4
recA	5,5.8
recB	1,1.2,1.2.2
recB	2,2.1,2.1.3
recB	2,2.1,2.1.4
recB	2,2.1,2.1.5
recC	1,1.2,1.2.2
recC	2,2.1,2.1.3
recC	2,2.1,2.1.4
recC	2,2.1,2.1.5
recD	1,1.2,1.2.2
recD	2,2.1,2.1.3
recD	2,2.1,2.1.5
recE	1,1.2,1.2.2
recE	2,2.1,2.1.4
recE	2,2.1,2.1.5
recE	8,8.1
recF	2,2.1,2.1.1
recF	2,2.1,2.1.3
recF	2,2.1,2.1.4
recG	2,2.1,2.1.1
recJ	1,1.2,1.2.2
recJ	2,2.1,2.1.5
recN	2,2.1,2.1.3
recN	2,2.1,2.1.4
recN	5,5.8
recO	2,2.1,2.1.3
recO	2,2.1,2.1.4
recQ	2,2.1,2.1.1
recQ	2,2.1,2.1.3
recQ	2,2.1,2.1.4
recR	2,2.1,2.1.3
recR	2,2.1,2.1.4
recT	8,8.1
recX	2,2.1,2.1.3
recX	2,2.1,2.1.4
recX	3,3.1,3.1.3,3.1.3.3
recX	5,5.6,5.6.1
recX	5,5.8
relA	1,1.7,1.7.33
relA	3,3.1,3.1.4
relA	6,6.6
relB	2,2.2,2.2.2
relB	2,2.2,2.2.4
relB	3,3.1,3.1.2,3.1.2.3
relB	3,3.1,3.1.3,3.1.3.1
relB	3,3.3,3.3.1
relB	5,5.6,5.6.3
relE	2,2.2,2.2.4
relE	2,2.3,2.3.2
relE	3,3.1,3.1.3,3.1.3.1
relE	5,5.6,5.6.3
rem	8,8.1
rep	2,2.1,2.1.1
rfaD	1,1.6,1.6.3,1.6.3.2
rfaH	1,1.6,1.6.13
rfaH	1,1.6,1.6.3,1.6.3.2
rfaH	2,2.2,2.2.2
rfaH	3,3.1,3.1.2,3.1.2.2
rfbA	1,1.6,1.6.3,1.6.3.1
rfbA	1,1.7,1.7.10
rfbA	6,6.3
rfbB	1,1.5,1.5.3,1.5.3.7
rfbB	1,1.6,1.6.3,1.6.3.1
rfbB	1,1.7,1.7.10
rfbB	6,6.3
rfbC	1,1.6,1.6.3,1.6.3.1
rfbC	1,1.7,1.7.10
rfbC	6,6.3
rfbD	1,1.6,1.6.3,1.6.3.1
rfbD	1,1.7,1.7.10
rfbD	6,6.3
rfbX	1,1.6,1.6.3,1.6.3.1
rfbX	4,4.9.A
rfbX	6,6.1
rfe	1,1.6,1.6.4
rfe	6,6.3
rffC	6,6.3
rffG	1,1.5,1.5.3,1.5.3.7
rffG	1,1.6,1.6.3,1.6.3.1
rffG	1,1.6,1.6.4
rffG	6,6.3
rffH	1,1.6,1.6.3,1.6.3.1
rffH	1,1.6,1.6.4
rffH	6,6.3
rffM	1,1.6,1.6.4
rffM	6,6.3
rhaA	1,1.1,1.1.1
rhaB	1,1.1,1.1.1
rhaD	1,1.1,1.1.1
rhaM	1,1.1
rhaR	1,1.1,1.1.1
rhaR	2,2.2,2.2.2
rhaR	3,3.1,3.1.2,3.1.2.2
rhaR	3,3.3,3.3.1
rhaS	1,1.1,1.1.1
rhaS	2,2.2,2.2.2
rhaS	3,3.1,3.1.2,3.1.2.2
rhaS	3,3.3,3.3.1
rhaT	1,1.1,1.1.1
rhaT	4,4.2,4.2.A
rhaT	6,6.1
rhlB	1,1.2,1.2.1
rhlB	2,2.2,2.2.4
rhlE	2,2.2
rhmD	1
rho	2,2.2,2.2.2
rho	3,3.1,3.1.2,3.1.2.3
rhoL	2,2.2,2.2.2
rhtA	4,4.2,4.2.A
rhtA	6,6.1
rhtB	4,4.2,4.2.A
rhtB	6,6.1
rhtC	1,1.5,1.5.1,1.5.1.8
rhtC	4,4.2,4.2.A
rhtC	6,6.1
ribA	1,1.5,1.5.3,1.5.3.9
ribB	1,1.5,1.5.3,1.5.3.9
ribC	1,1.5,1.5.3,1.5.3.9
ribD	1,1.5,1.5.3,1.5.3.9
ribE	1,1.5,1.5.3,1.5.3.9
ribF	1,1.5,1.5.3,1.5.3.9
ridA	1
ridA	5,5.5,5.5.6
rihA	1,1.7,1.7.33
rihB	1,1.7,1.7.33
rihC	1,1.7,1.7.33
rimI	2,2.3,2.3.3
rimI	3,3.1,3.1.3,3.1.3.2
rimJ	2,2.3,2.3.3
rimK	2,2.3,2.3.3
rimL	2,2.3,2.3.3
rimM	2,2.3,2.3.8
rimM	6,6.6
rimO	2,2.3,2.3.3
rimP	6,6.6
rlhA	2,2.2,2.2.3
rlhA	2,2.2,2.2.6
rlmA	2,2.2,2.2.3
rlmB	2,2.2,2.2.3
rlmC	2,2.2,2.2.3
rlmD	2,2.2,2.2.3
rlmE	2,2.2,2.2.3
rlmF	2,2.2,2.2.3
rlmG	2,2.2,2.2.3
rlmH	2,2.2,2.2.3
rlmI	2,2.2,2.2.3
rlmJ	1,1.1
rlmJ	2,2.2,2.2.3
rlmL	2,2.2,2.2.3
rlmM	2,2.2,2.2.3
rlmN	2,2.2,2.2.3
rluA	2,2.2,2.2.3
rluB	2,2.2,2.2.3
rluC	2,2.2,2.2.3
rluD	2,2.2,2.2.3
rluE	2,2.2,2.2.3
rluF	2,2.2,2.2.3
rmf	2,2.3,2.3.2
rmf	6,6.6
rna	1,1.2,1.2.1
rna	2,2.2,2.2.4
rnb	1,1.2,1.2.1
rnb	2,2.2,2.2.4
rnc	1,1.2,1.2.1
rnc	2,2.2,2.2.4
rnd	1,1.2,1.2.1
rnd	2,2.2,2.2.3
rne	1,1.2,1.2.1
rne	2,2.2,2.2.4
rng	2,2.2,2.2.3
rng	2,2.2,2.2.4
rng	5,5.1
rnhA	1,1.2,1.2.1
rnhA	2,2.1,2.1.1
rnhA	2,2.2,2.2.4
rnhB	1,1.2,1.2.1
rnhB	2,2.2,2.2.4
rnk	3,3.1,3.1.4
rnlA	1,1.2,1.2.1
rnlA	2,2.2,2.2.4
rnlA	8,8.1
rnlB	5,5.6,5.6.3
rnlB	8,8.1
rnpA	1,1.2,1.2.1
rnpA	2,2.2,2.2.3
rnpB	1,1.2,1.2.1
rnpB	2,2.2,2.2.3
rnpB	2,2.2,2.2.4
rnr	1,1.2,1.2.1
rnr	2,2.2,2.2.4
rnt	1,1.2,1.2.1
rnt	1,1.2,1.2.2
rnt	2,2.1,2.1.5
rnt	2,2.2,2.2.4
rob	2,2.1,2.1.1
rob	2,2.2,2.2.2
rob	2,2.3,2.3.7
rob	3,3.1,3.1.2,3.1.2.2
rob	3,3.3,3.3.2
rof	2,2.2,2.2.2
rof	3,3.1,3.1.2
roxA	2,2.3,2.3.3
rpe	1,1.1,1.1.1
rpe	1,1.7,1.7.3
rph	1,1.2,1.2.1
rph	2,2.2,2.2.4
rpiA	1,1.1,1.1.1
rpiA	1,1.7,1.7.3
rpiB	1,1.1,1.1.1
rplA	2,2.3,2.3.2
rplA	2,2.3,2.3.8
rplA	3,3.1,3.1.3
rplA	6,6.6
rplB	2,2.3,2.3.2
rplB	2,2.3,2.3.8
rplB	6,6.6
rplC	2,2.3,2.3.2
rplC	2,2.3,2.3.8
rplC	6,6.6
rplD	2,2.3,2.3.2
rplD	2,2.3,2.3.8
rplD	3,3.1,3.1.2
rplD	3,3.1,3.1.3,3.1.3.1
rplD	3,3.3,3.3.1
rplD	6,6.6
rplE	2,2.3,2.3.2
rplE	2,2.3,2.3.8
rplE	6,6.6
rplF	2,2.3,2.3.2
rplF	2,2.3,2.3.8
rplF	6,6.6
rplI	2,2.3,2.3.2
rplI	2,2.3,2.3.8
rplI	6,6.6
rplJ	2,2.3,2.3.2
rplJ	2,2.3,2.3.8
rplJ	3,3.1,3.1.3,3.1.3.1
rplJ	6,6.6
rplK	2,2.3,2.3.2
rplK	2,2.3,2.3.8
rplK	6,6.6
rplL	2,2.3,2.3.2
rplL	2,2.3,2.3.8
rplL	6,6.6
rplM	2,2.3,2.3.2
rplM	2,2.3,2.3.8
rplM	6,6.6
rplN	2,2.3,2.3.2
rplN	2,2.3,2.3.8
rplN	6,6.6
rplO	2,2.3,2.3.2
rplO	2,2.3,2.3.8
rplO	6,6.6
rplP	2,2.3,2.3.2
rplP	2,2.3,2.3.8
rplP	6,6.6
rplQ	2,2.3,2.3.2
rplQ	2,2.3,2.3.8
rplQ	6,6.6
rplR	2,2.3,2.3.2
rplR	2,2.3,2.3.8
rplR	6,6.6
rplS	2,2.3,2.3.2
rplS	2,2.3,2.3.8
rplS	6,6.6
rplT	2,2.3,2.3.2
rplT	2,2.3,2.3.8
rplT	3,3.1,3.1.3
rplT	6,6.6
rplU	2,2.3,2.3.2
rplU	2,2.3,2.3.8
rplU	6,6.6
rplV	2,2.3,2.3.2
rplV	2,2.3,2.3.8
rplV	6,6.6
rplW	2,2.3,2.3.2
rplW	2,2.3,2.3.8
rplW	6,6.6
rplX	2,2.3,2.3.2
rplX	2,2.3,2.3.8
rplX	6,6.6
rplY	2,2.3,2.3.2
rplY	2,2.3,2.3.8
rplY	6,6.6
rpmA	2,2.3,2.3.2
rpmA	2,2.3,2.3.8
rpmA	6,6.6
rpmB	2,2.3,2.3.2
rpmB	2,2.3,2.3.8
rpmB	6,6.6
rpmC	2,2.3,2.3.2
rpmC	2,2.3,2.3.8
rpmC	6,6.6
rpmD	2,2.3,2.3.2
rpmD	2,2.3,2.3.8
rpmD	6,6.6
rpmE	2,2.3,2.3.2
rpmE	2,2.3,2.3.8
rpmE	6,6.6
rpmF	2,2.3,2.3.2
rpmF	2,2.3,2.3.8
rpmF	6,6.6
rpmG	2,2.3,2.3.2
rpmG	2,2.3,2.3.8
rpmG	6,6.6
rpmH	2,2.3,2.3.2
rpmH	2,2.3,2.3.8
rpmH	3,3.1,3.1.3,3.1.3.3
rpmH	6,6.6
rpmI	2,2.3,2.3.2
rpmI	2,2.3,2.3.8
rpmI	6,6.6
rpmJ	2,2.3,2.3.2
rpmJ	2,2.3,2.3.8
rpmJ	6,6.6
rpnA	8,8.3
rpnB	5,5.4
rpnC	5,5.4
rpnD	5,5.4
rpoA	2,2.2,2.2.2
rpoB	2,2.2,2.2.2
rpoC	2,2.2,2.2.2
rpoD	2,2.2,2.2.2
rpoD	3,3.1,3.1.2,3.1.2.1
rpoD	3,3.3,3.3.3
rpoE	2,2.2,2.2.2
rpoE	3,3.1,3.1.2,3.1.2.1
rpoE	3,3.3,3.3.3
rpoE	5,5.5,5.5.2
rpoE	5,5.5,5.5.6
rpoH	2,2.2,2.2.2
rpoH	3,3.1,3.1.2,3.1.2.1
rpoH	3,3.3,3.3.3
rpoH	5,5.5,5.5.2
rpoN	1,1.8,1.8.3
rpoN	2,2.2,2.2.2
rpoN	3,3.1,3.1.2,3.1.2.1
rpoN	3,3.3,3.3.3
rpoN	8,8.1
rpoS	3,3.1,3.1.2,3.1.2.1
rpoZ	2,2.2,2.2.2
rppH	2,2.2,2.2.4
rprA	2,2.2,2.2.7
rprA	3,3.1,3.1.3,3.1.3.1
rprA	3,3.1,3.1.3,3.1.3.6
rpsA	2,2.3,2.3.2
rpsA	2,2.3,2.3.8
rpsA	6,6.6
rpsB	2,2.3,2.3.2
rpsB	2,2.3,2.3.8
rpsB	6,6.6
rpsC	2,2.3,2.3.2
rpsC	2,2.3,2.3.8
rpsC	6,6.6
rpsD	2,2.3,2.3.2
rpsD	2,2.3,2.3.8
rpsD	6,6.6
rpsE	2,2.3,2.3.2
rpsE	2,2.3,2.3.8
rpsE	6,6.6
rpsF	2,2.3,2.3.2
rpsF	2,2.3,2.3.8
rpsF	6,6.6
rpsG	2,2.3,2.3.2
rpsG	2,2.3,2.3.8
rpsG	6,6.6
rpsH	2,2.3,2.3.2
rpsH	2,2.3,2.3.8
rpsH	3,3.1,3.1.3
rpsH	6,6.6
rpsI	2,2.3,2.3.2
rpsI	2,2.3,2.3.8
rpsI	6,6.6
rpsJ	2,2.3,2.3.2
rpsJ	2,2.3,2.3.8
rpsJ	3,3.1,3.1.2
rpsJ	6,6.6
rpsK	2,2.3,2.3.2
rpsK	2,2.3,2.3.8
rpsK	6,6.6
rpsL	2,2.3,2.3.2
rpsL	2,2.3,2.3.8
rpsL	6,6.6
rpsM	2,2.3,2.3.2
rpsM	2,2.3,2.3.8
rpsM	6,6.6
rpsN	2,2.3,2.3.2
rpsN	2,2.3,2.3.8
rpsN	6,6.6
rpsO	2,2.3,2.3.2
rpsO	2,2.3,2.3.8
rpsO	6,6.6
rpsP	2,2.3,2.3.2
rpsP	2,2.3,2.3.8
rpsP	6,6.6
rpsQ	2,2.3,2.3.2
rpsQ	2,2.3,2.3.8
rpsQ	6,6.6
rpsR	2,2.3,2.3.2
rpsR	2,2.3,2.3.8
rpsR	6,6.6
rpsS	2,2.3,2.3.2
rpsS	2,2.3,2.3.8
rpsS	6,6.6
rpsT	2,2.3,2.3.2
rpsT	2,2.3,2.3.8
rpsT	3,3.1,3.1.3,3.1.3.3
rpsT	6,6.6
rpsU	2,2.3,2.3.2
rpsU	2,2.3,2.3.8
rpsU	6,6.6
rraA	2,2.2,2.2.4
rraA	3,3.1,3.1.3
rraB	2,2.2,2.2.4
rraB	3,3.1,3.1.3
rrfA	2,2.2,2.2.6
rrfA	2,2.3,2.3.2
rrfA	6,6.6
rrfB	2,2.2,2.2.6
rrfB	2,2.3,2.3.2
rrfB	6,6.6
rrfC	2,2.2,2.2.6
rrfC	2,2.3,2.3.2
rrfC	6,6.6
rrfD	2,2.2,2.2.6
rrfD	2,2.3,2.3.2
rrfD	6,6.6
rrfE	2,2.2,2.2.6
rrfE	2,2.3,2.3.2
rrfE	6,6.6
rrfF	2,2.2,2.2.6
rrfF	2,2.3,2.3.2
rrfF	6,6.6
rrfG	2,2.2,2.2.6
rrfG	2,2.3,2.3.2
rrfG	6,6.6
rrfH	2,2.2,2.2.6
rrfH	2,2.3,2.3.2
rrfH	6,6.6
rrlA	2,2.2,2.2.6
rrlA	2,2.3,2.3.2
rrlA	6,6.6
rrlB	2,2.2,2.2.6
rrlB	2,2.3,2.3.2
rrlB	6,6.6
rrlC	2,2.2,2.2.6
rrlC	2,2.3,2.3.2
rrlC	6,6.6
rrlD	2,2.2,2.2.6
rrlD	2,2.3,2.3.2
rrlD	6,6.6
rrlE	2,2.2,2.2.6
rrlE	2,2.3,2.3.2
rrlE	6,6.6
rrlG	2,2.2,2.2.6
rrlG	2,2.3,2.3.2
rrlG	6,6.6
rrlH	2,2.2,2.2.6
rrlH	2,2.3,2.3.2
rrlH	6,6.6
rrrD	8,8.1
rrrQ	8,8.1
rrsA	2,2.2,2.2.6
rrsA	2,2.3,2.3.2
rrsA	6,6.6
rrsB	2,2.2,2.2.6
rrsB	2,2.3,2.3.2
rrsB	6,6.6
rrsC	2,2.2,2.2.6
rrsC	2,2.3,2.3.2
rrsC	6,6.6
rrsD	2,2.2,2.2.6
rrsD	2,2.3,2.3.2
rrsD	6,6.6
rrsE	2,2.2,2.2.6
rrsE	2,2.3,2.3.2
rrsE	6,6.6
rrsG	2,2.2,2.2.6
rrsG	2,2.3,2.3.2
rrsG	6,6.6
rrsH	2,2.2,2.2.6
rrsH	2,2.3,2.3.2
rrsH	6,6.6
rsd	2,2.2,2.2.2
rsd	3,3.1,3.1.2,3.1.2.1
rsd	3,3.3,3.3.3
rseA	2,2.2,2.2.2
rseA	3,3.1,3.1.2,3.1.2.1
rseA	5,5.5,5.5.2
rseA	5,5.5,5.5.6
rseB	2,2.2,2.2.2
rseB	3,3.1,3.1.2,3.1.2.1
rseB	5,5.5,5.5.3
rseB	5,5.5,5.5.6
rseC	2,2.2,2.2.2
rseC	3,3.1,3.1.2,3.1.2.1
rseC	5,5.5,5.5.3
rseC	5,5.5,5.5.6
rseC	6,6.1
rseP	1,1.2,1.2.3
rseP	2,2.3,2.3.6
rseP	3,3.1,3.1.2,3.1.2.1
rseP	3,3.1,3.1.3,3.1.3.4
rseP	5,5.5,5.5.2
rseP	5,5.5,5.5.6
rseX	3
rsfS	2,2.3,2.3.2
rsfS	3,3.1,3.1.3,3.1.3.1
rsgA	6,6.6
rsmA	2,2.2,2.2.3
rsmB	2,2.2,2.2.3
rsmC	2,2.2,2.2.3
rsmD	2,2.2,2.2.3
rsmE	2,2.2,2.2.3
rsmF	2,2.2,2.2.3
rsmG	2,2.2,2.2.3
rsmH	2,2.2,2.2.3
rsmI	2,2.2,2.2.3
rsmJ	2,2.2,2.2.3
rspA	5,5.5,5.5.3
rspB	5,5.5,5.5.3
rssB	2,2.3,2.3.6
rssB	3,3.1,3.1.3,3.1.3.4
rstA	2,2.2,2.2.2
rstA	3,3.1,3.1.2,3.1.2.2
rstA	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
rstB	2,2.3,2.3.3
rstB	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
rstB	3,3.1,3.1.3,3.1.3.2
rstB	6,6.1
rsuA	2,2.2,2.2.3
rsxA	3,3.1,3.1.3
rsxA	5,5.5,5.5.6
rsxA	6,6.1
rsxB	3,3.1,3.1.3
rsxB	5,5.5,5.5.6
rsxB	6,6.1
rsxC	3,3.1,3.1.3
rsxC	5,5.5,5.5.6
rsxC	6,6.1
rsxD	3,3.1,3.1.3
rsxD	5,5.5,5.5.6
rsxD	6,6.1
rsxE	3,3.1,3.1.3
rsxE	5,5.5,5.5.6
rsxE	6,6.1
rsxG	3,3.1,3.1.3
rsxG	5,5.5,5.5.6
rsxG	6,6.1
rtcA	2,2.2,2.2.3
rtcB	2,2.1
rtcB	2,2.2
rtcR	2,2.2,2.2.2
rtcR	3,3.1,3.1.2
rtcR	3,3.3,3.3.1
rusA	2,2.1,2.1.4
rusA	8,8.1
rutA	1,1.8,1.8.3
rutB	1,1.8,1.8.3
rutC	1,1.8,1.8.3
rutD	1,1.8,1.8.3
rutE	1,1.8,1.8.3
rutF	1,1.8,1.8.3
rutG	4,4.2,4.2.A
rutG	6,6.1
rutR	2,2.2,2.2.2
rutR	3,3.1,3.1.2,3.1.2.3
rutR	3,3.3,3.3.1
ruvA	2,2.1,2.1.3
ruvA	2,2.1,2.1.4
ruvA	5,5.8
ruvB	2,2.1,2.1.3
ruvB	2,2.1,2.1.4
ruvB	5,5.8
ruvC	2,2.1,2.1.3
ruvC	2,2.1,2.1.4
rybA	2,2.2
rybB	2,2.2
rydB	2,2.2
rydC	3,3.1
ryeA	2,2.2
ryfA	2,2.2
ryfD	2,2.2
ryhB	2,2.2,2.2.7
ryhB	3,3.1,3.1.3,3.1.3.6
ryjA	2,2.2
ryjB	2,2.2
rzoD	8,8.1
rzoR	8,8.1
rzpD	8,8.1
rzpQ	8,8.1
sad	1,1.1,1.1.1
sad	1,1.8,1.8.3
sad	5,5.6,5.6.2
safA	2,2.3
safA	3,3.1,3.1.3,3.1.3.3
safA	6,6.1
sapA	1,1.1,1.1.3
sapA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
sapB	1,1.2,1.2.3
sapB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
sapB	6,6.1
sapC	1,1.2,1.2.3
sapC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
sapC	6,6.1
sapD	1,1.1,1.1.3
sapD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
sapF	1,1.1,1.1.3
sapF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
satP	4,4.2,4.2.A
sbcB	1,1.2,1.2.2
sbcB	2,2.1,2.1.5
sbcC	1,1.2,1.2.2
sbcC	2,2.1,2.1.5
sbcD	1,1.2,1.2.2
sbcD	2,2.1,2.1.5
sbmA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.am
sbmA	5,5.6,5.6.4
sbmA	6,6.1
sbmC	2,2.1,2.1.1
sbmC	2,2.1,2.1.4
sbmC	5,5.6,5.6.3
sbmC	5,5.8
sbmC	8,8.2
sbp	1,1.8,1.8.2
sbp	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
scpA	1,1.7,1.7.1
scpB	1,1.7,1.7.1
scpC	1,1.7,1.7.1
sdaA	1,1.1,1.1.3
sdaB	1,1.1,1.1.3
sdaC	1,1.5,1.5.1,1.5.1.11
sdaC	4,4.2,4.2.A
sdaC	6,6.1
sdhA	1,1.3,1.3.4
sdhA	1,1.3,1.3.6
sdhA	1,1.4,1.4.1
sdhA	6,6.1
sdhB	1,1.3,1.3.4
sdhB	1,1.3,1.3.6
sdhB	1,1.4,1.4.1
sdhB	6,6.1
sdhC	1,1.3,1.3.4
sdhC	1,1.3,1.3.6
sdhC	1,1.4,1.4.1
sdhC	1,1.6,1.6.15,1.6.15.1
sdhC	6,6.1
sdhD	1,1.3,1.3.4
sdhD	1,1.3,1.3.6
sdhD	1,1.4,1.4.1
sdhD	1,1.6,1.6.15,1.6.15.1
sdhD	6,6.1
sdhE	2,2.3,2.3.3
sdhX	3,3.1,3.1.3,3.1.3.6
sdiA	2,2.2,2.2.2
sdiA	3,3.1,3.1.2,3.1.2.2
sdiA	3,3.3,3.3.1
sdiA	5,5.1
sdsN	3,3.1,3.1.3
sdsR	2,2.2
secA	4,4.3,4.3.A,4.3.A.5
secB	4,4.3,4.3.A,4.3.A.5
secD	4,4.3,4.3.A,4.3.A.5
secD	6,6.1
secE	4,4.3,4.3.A,4.3.A.5
secE	6,6.1
secF	4,4.3,4.3.A,4.3.A.5
secF	6,6.1
secG	4,4.3,4.3.A,4.3.A.5
secG	6,6.1
secM	2,2.3,2.3.2
secM	2,2.3,2.3.5
secM	3,3.1,3.1.3,3.1.3.1
secY	4,4.3,4.3.A,4.3.A.5
secY	6,6.1
selA	2,2.3,2.3.2
selB	2,2.3,2.3.2
selC	2,2.2,2.2.5
selD	2,2.2,2.2.3
selD	2,2.3,2.3.1
selU	2,2.2,2.2.3
seqA	2,2.1,2.1.1
serA	1,1.5,1.5.1,1.5.1.11
serB	1,1.5,1.5.1,1.5.1.11
serC	1,1.5,1.5.1,1.5.1.11
serS	2,2.3,2.3.1
serT	2,2.2,2.2.5
serU	2,2.2,2.2.5
serV	2,2.2,2.2.5
serW	2,2.2,2.2.5
serX	2,2.2,2.2.5
setA	4,4.2
setA	5,5.5,5.5.6
setA	6,6.1
setB	1,1.1,1.1.1
setB	4,4.2,4.2.A
setB	6,6.1
setC	4,4.2,4.2.A
setC	6,6.1
sfmA	6,6.5
sfmC	2,2.3,2.3.4
sfmF	6,6.5
sfmH	2,2.3,2.3.4
sfsA	1,1.1,1.1.1
sfsA	3,3.1,3.1.4
sfsB	1,1.1,1.1.1
sfsB	2,2.2,2.2.2
sfsB	3,3.1,3.1.2,3.1.2.2
sgbE	1,1.1,1.1.1
sgbH	1,1.7,1.7.1
sgbU	1,1.1,1.1.1
sgcA	4,4.4,4.4.A
sgcB	4,4.4,4.4.A
sgcC	4,4.4,4.4.A
sgcE	1,1.7,1.7.1
sgcR	2,2.2,2.2.2
sgcR	3,3.1,3.1.2,3.1.2.3
sgcR	3,3.3,3.3.1
sgrR	3,3.1,3.1.2,3.1.2.2
sgrR	3,3.1,3.1.2,3.1.2.3
sgrS	3,3.1,3.1.3,3.1.3.6
sgrT	3,3.1,3.1.3,3.1.3.3
shiA	1,1.5,1.5.1,1.5.1.20
shiA	4,4.2,4.2.A
shiA	6,6.1
shoB	5
sibA	2,2.2,2.2.7
sibB	2,2.2,2.2.7
sibC	2,2.2,2.2.7
sibD	2,2.2,2.2.7
sibE	2,2.2,2.2.7
sieB	8,8.1
sixA	2,2.3,2.3.3
sixA	3,3.1,3.1.3,3.1.3.2
